account_age_days,followers,following,posts_count,has_profile_pic,bio_length,username_digit_ratio,display_name_matches_username,avg_posts_per_day,follower_following_ratio_extreme,engagement_rate,account_uses_stock_photo,recent_username_changes,label
887.0685760230718,417.24441693707945,134.6794181432716,81.94242110581789,1,127.37544806075482,0.18387123468375846,0,0.05265395662850595,0,0.20463976627881147,1,1,0
477.16948361632643,400.77745637490364,29.729726391122586,58.63615375223914,1,63.505937329771584,0.019374919067080467,1,0.06689811900325163,0,0.18214336251273036,0,0,0
56.064416049662206,14.74201332672234,2576.675823554015,23.412533210827384,1,17.489556030954287,0.5445050678870799,0,0.9805764231383347,0,0.0203000261445142,0,1,1
405.2309399840679,1017.669117055813,171.09810725086345,49.61581063322277,1,66.49296573046603,0.3536805275010597,1,0.020149320332900737,0,0.2383527346411611,0,0,0
27.1469231101785,978.507795991158,932.6058998123368,10.195019820018825,0,10.448372117300908,0.32176344910860294,0,2.0011931791579003,1,0.11445159021898486,0,0,1
28.987334784480964,21.73597521618486,335.89980007781617,2.607512053590043,1,34.0440479115776,0.6353929064939211,0,3.101650562312783,0,0.044725949730633596,1,0,1
382.1731235870942,170.8664667657406,190.53164524291336,58.55158203365726,1,36.56115001747289,0.2650482699990347,0,0.11189318623763296,0,0.3021275602634504,0,0,0
111.33118949286843,20.226696552637527,458.2686136311727,33.342083201636925,1,4.763313270772698,0.6006710069052067,0,6.742581080535862,0,0.016036518137434293,0,1,1
3.588384307126755,10.18530791118263,346.52498383105217,0.9699230082707341,1,0.42626228766783003,0.6156543290812454,1,4.451897287589171,1,0.012828173912844935,1,2,1
1335.7143889740948,511.99154967499095,87.38122976953277,46.338110699919,1,85.75066760980573,0.16252652018726635,0,0.04464618317451154,0,0.12174091837850926,0,0,0
10.046827936574473,6.393492817876427,2743.327260964376,2.0946942904645383,1,14.430336999103806,0.7452223290113168,0,6.458998546050254,0,0.04938020710185568,1,1,1
580.1242336251262,62.290373602990414,110.05195412719557,115.91390542649098,1,14.727329923156844,0.12543639469876447,1,0.17198608135454624,0,0.41852241355595915,0,0,0
1207.989711287748,168.58148586991484,157.84410915225703,84.48109632424172,1,94.55365735441933,0.1665481041023536,0,0.06873706718409348,0,0.12207120610856521,0,0,0
1140.0717016958054,320.753144621623,174.1614378971846,69.96466179709756,1,63.76070459440607,0.1345219170301778,1,0.2867520389403242,0,0.3746122763326187,0,0,0
259.465396577084,2491.2806692172135,27.612553759734347,16.840552091095248,1,38.70713764335936,0.039839069633538816,1,0.09987581960777159,1,0.266969996988831,0,0,0
102.29177609248752,6.695700329173752,73.37306332611873,6.018540805503742,1,12.518300832627581,0.0737145574431106,0,1.9483623608481535,0,0.06564945041898869,0,2,1
149.17058045458444,17.21728811405551,1120.676485582014,1.378725554234398,0,19.43966465165656,0.5020822721400349,0,2.314496174282454,1,0.0030994423082420105,1,2,1
547.6633685650588,657.5387898303469,51.72416005139767,18.270185916991036,1,50.266629745423174,0.048352301979921,1,0.04772625781068875,0,0.26571928267175593,0,0,0
53.46831149774701,102.15645497209186,2270.963473185816,8.874879768316683,1,8.190556352924741,0.43219498485842245,1,5.531852663238,0,0.10350499494616405,0,1,1
36.33978840382565,532.1799206365973,92.01772948216572,72.16853658542338,1,93.92934267618719,0.02112114541842144,0,0.08530330033686588,0,0.23492665524848133,0,0,0
0.3591802208014673,7.240761950899122,912.2893042549724,7.405155257818989,0,15.695454789823977,0.6071640092591793,0,1.412126199307016,1,0.0016019959569984177,1,0,1
